date,open,high,low,close,volume,price_change,sma_7,sma_30
2025-02-04,101398.71875,101745.6171875,96208.109375,97871.8203125,73002130211,-0.034846278405663456,101209.38058035714,100381.171875
2025-02-05,97878.0078125,99113.2109375,96174.828125,96615.4453125,49125911241,-0.012836943218062724,100196.84263392857,100199.08385416666
2025-02-06,96610.640625,99168.609375,95707.3515625,96593.296875,45302471947,-0.00022924323774897726,99033.69866071429,100188.10364583334
2025-02-07,96581.3203125,100154.140625,95653.8828125,96529.0859375,55741290456,-0.0006647556256734743,98194.27901785714,100237.62239583333
2025-02-08,96533.2578125,96877.8046875,95702.4921875,96482.453125,22447526395,-0.00048309597099249757,97598.07142857143,100370.90286458333
2025-02-09,96481.3125,97325.28125,94745.2578125,96500.09375,27732901800,0.00018283765004545316,97428.23102678571,100430.85755208334
2025-02-10,96499.4609375,98333.21875,95320.84375,97437.5546875,40078962391,0.009714611676219231,96861.39285714286,100526.55625
2025-02-11,97438.1328125,98492.8984375,94875.0390625,95747.4296875,37488783272,-0.017345724709743937,96557.90848214286,100568.52265625
2025-02-12,95745.6953125,98151.0234375,94101.203125,97885.859375,49340445530,0.02233406885677658,96739.39620535714,100680.83385416666
2025-02-13,97888.75,98111.0859375,95269.7109375,96623.8671875,37147280860,-0.012892487184132717,96743.76339285714,100683.82786458333
2025-02-14,96623.3671875,98819.46875,96342.8046875,97508.96875,32697987277,0.009160278803397981,96883.74665178571,100583.97708333333
2025-02-15,97508.3828125,97975.0390625,97240.1953125,97580.3515625,17047266288,0.0007320640697474623,97040.58928571429,100511.42526041667
2025-02-16,97580.4921875,97725.59375,96060.9765625,96175.03125,16536755396,-0.014401672980240199,96994.15178571429,100235.19166666667
2025-02-17,96179.0078125,97032.234375,95243.546875,95773.3828125,27336550690,-0.004176223623530095,96756.41294642857,99947.36875
2025-02-18,95773.8125,96695.375,93388.8359375,95539.546875,37325720482,-0.0024415545387781457,96726.71540178571,99762.36666666667
2025-02-19,95532.53125,96855.59375,95011.96875,96635.609375,28990872862,0.011472343504350446,96548.10825892857,99582.99817708334
2025-02-20,96632.6796875,98767.1953125,96442.671875,98333.9375,31668022771,0.017574558032842136,96792.40401785714,99322.58723958333
2025-02-21,98340.671875,99497.96875,94852.9609375,96125.546875,49608706470,-0.02245807176184722,96594.77232142857,99071.66979166666
2025-02-22,96134.203125,96950.15625,95765.34375,96577.7578125,18353824477,0.0047043783073406065,96451.54464285714,98825.58932291667
2025-02-23,96577.8046875,96671.875,95270.453125,96273.921875,16999478976,-0.0031460239332733453,96465.671875,98540.73723958334
2025-02-24,96277.9609375,96503.453125,91371.7421875,91418.171875,44046480529,-0.05043681513571874,95843.49888392857,98097.52135416666
2025-02-25,91437.1171875,92511.078125,86008.234375,88736.171875,92139104128,-0.029337712021491935,94871.58816964286,97632.64375
2025-02-26,88638.890625,89286.25,82131.8984375,84347.0234375,64597492134,-0.04946290046952739,93116.07589285714,97041.28828125
2025-02-27,84076.859375,87000.78125,83144.9609375,84704.2265625,52659591954,0.004234922709094535,91168.97433035714,96487.01328125
2025-02-28,84705.625,85036.3203125,78248.9140625,84373.0078125,83610570576,-0.003910297790814532,89490.04017857143,95842.67317708333
2025-03-01,84373.8671875,86522.3046875,83794.234375,86031.9140625,29190628396,0.019661575342751147,87983.49107142857,95219.22682291667
2025-03-02,86036.2578125,95043.4375,85040.2109375,94248.3515625,58398341092,0.09550452979612856,87694.12388392857,94947.33776041666
2025-03-03,94248.421875,94429.75,85081.3046875,86065.671875,70072228536,-0.08682040111941614,86929.48102678571,94460.99661458333
2025-03-04,86064.0703125,88911.2734375,81529.2421875,87222.1953125,68095241474,0.013437685575495406,86713.19866071429,94112.10390625
2025-03-05,87222.953125,90998.2421875,86379.7734375,90623.5625,50498988027,0.03899657851208138,87609.84709821429,93752.70859375
2025-03-06,90622.359375,92804.9375,87852.140625,89961.7265625,47749810486,-0.007303133084179958,88360.91852678571,93489.03880208333
2025-03-07,89963.28125,91191.046875,84717.6796875,86742.671875,65945677657,-0.0357824911826653,88699.44196428571,93159.94635416666
2025-03-08,86742.65625,86847.265625,85247.484375,86154.59375,18206118081,-0.006779571257010009,88716.96763392857,92811.98958333333
2025-03-09,86154.3046875,86471.1328125,80052.484375,80601.0390625,30899345977,-0.0644603432710168,86767.3515625,92281.0546875
2025-03-10,80597.1484375,83955.9296875,77420.59375,78532.0,54061099422,-0.02567012890361897,85691.11272321429,91682.70625
2025-03-11,78523.875,83577.7578125,76624.25,82862.2109375,54702837196,0.05513944554449135,85068.2578125,91228.11015625
2025-03-12,82857.375,84358.578125,80635.25,83722.359375,40353484454,0.010380466895202334,84082.37165178571,90770.93697916667
2025-03-13,83724.921875,84301.6953125,79931.8515625,81066.703125,31412940153,-0.0317197970748182,82811.65401785714,90281.57942708333
2025-03-14,81066.9921875,85263.2890625,80797.5625,83969.1015625,29588112414,0.03580259620308812,82415.4296875,89817.6875
2025-03-15,83968.40625,84672.671875,83639.59375,84343.109375,13650491277,0.004454112352525463,82156.64620535714,89408.32890625
2025-03-16,84333.3203125,85051.6015625,82017.90625,82579.6875,21330270174,-0.020907717157540473,82439.31026785714,88910.68619791667
2025-03-17,82576.3359375,84725.328125,82492.15625,84075.6875,25092785558,0.018115835083536647,83231.265625,88460.53072916667
2025-03-18,84075.71875,84075.71875,81179.9921875,82718.5,24095774594,-0.016142449028442418,83210.73549107143,88011.9796875
2025-03-19,82718.8046875,87021.1875,82569.7265625,86854.2265625,34931960257,0.049997601050550955,83658.14508928571,87714.67447916667
2025-03-20,86872.953125,87443.265625,83647.1953125,84167.1953125,29028988961,-0.030937253791171848,84101.07254464286,87335.59609375
2025-03-21,84164.5390625,84782.2734375,83171.0703125,84043.2421875,19030452299,-0.0014727011460912154,84111.6640625,86915.85052083334
2025-03-22,84046.2578125,84513.875,83674.78125,83832.484375,9863214091,-0.0025077306278807887,84038.71763392857,86432.46875
2025-03-23,83831.8984375,86094.78125,83794.9140625,86054.375,12594615537,0.026503933905394295,84535.1015625,86096.76302083333
2025-03-24,86070.9296875,88758.7265625,85541.1953125,87498.9140625,34582604933,0.016786352378946434,85024.13392857143,85794.13489583334
2025-03-25,87512.8203125,88542.3984375,86346.078125,87471.703125,30005840049,-0.0003109860024155253,85703.16294642857,85500.72760416666
2025-03-26,87460.234375,88292.15625,85861.453125,86900.8828125,26704046038,-0.00652577110204744,85709.828125,85350.15130208334
2025-03-27,86896.2578125,87786.7265625,85837.9375,87177.1015625,24413471941,0.003178549412391707,86139.81473214286,85298.18229166667
2025-03-28,87185.234375,87489.859375,83557.640625,84353.1484375,34198619509,-0.032393289916566204,86184.08705357143,85298.38645833333
2025-03-29,84352.0703125,84567.3359375,81634.140625,82597.5859375,16969396135,-0.020812056603918605,86007.67299107143,85228.16510416666
2025-03-30,82596.984375,83505.0,81573.25,82334.5234375,14763760943,-0.0031848691098436133,85476.265625,85160.215625
2025-03-31,82336.0625,83870.125,81293.890625,82548.9140625,29004228247,0.0026038970780313253,84769.12276785714,85044.115625
2025-04-01,82551.921875,85487.3671875,82429.359375,85169.171875,28175650319,0.0317418810684309,84440.18973214286,84741.47630208333
2025-04-02,85180.609375,88466.953125,82343.5390625,82485.7109375,47584398470,-0.031507420800550134,83809.45089285714,84622.14427083333
2025-04-03,82487.4765625,83909.296875,81282.1015625,83102.828125,36852112080,0.007481504135517403,83227.41183035714,84484.83203125
2025-04-04,83100.25,84696.1484375,81670.75,83843.8046875,45157640207,0.008916382019940938,83154.6484375,84258.84010416667
2025-04-05,83844.703125,84207.015625,82377.734375,83504.796875,14380803631,-0.004043325726492686,83284.25,84043.60911458333
2025-04-06,83504.5078125,83704.71875,77097.7421875,78214.484375,36294853736,-0.06335339642726368,82695.67299107143,83759.33619791667
2025-04-07,78221.3359375,81119.0625,74436.6796875,79235.3359375,91262424987,0.013051950296130821,82222.3046875,83528.69427083334
2025-04-08,79218.4765625,80823.890625,76198.0234375,76271.953125,48314590749,-0.03739976334343409,80951.2734375,83384.39140625
2025-04-09,76273.5625,83541.0,74589.671875,82573.953125,84213627038,0.0826253916648998,80963.87946428571,83519.12317708334
2025-04-10,82565.9765625,82700.9296875,78456.1328125,79626.140625,44718000633,-0.0356990599146636,80467.20982142857,83411.25416666667
2025-04-11,79625.046875,84247.4765625,78936.3203125,83404.8359375,41656778779,0.04745546227457886,80404.5,83400.67005208334
2025-04-12,83404.515625,85856.1875,82769.375,85287.109375,24258059104,0.022567917271733462,80659.11607142857,83541.35026041667
2025-04-13,85279.46875,86015.1875,83027.0078125,83684.9765625,28796984817,-0.01878516957885823,81440.61495535714,83531.87942708333
2025-04-14,83694.5234375,85785.0,83690.640625,84542.390625,34090769777,0.010245734631468162,82198.765625,83538.52213541667
2025-04-15,84539.6953125,86429.3515625,83598.8203125,83668.9921875,28040322885,-0.01033089354397465,83255.48549107143,83574.83229166667
2025-04-16,83674.5078125,85428.28125,83100.6171875,84033.8671875,29617804112,0.004360934564412222,83464.04464285714,83573.43828125
2025-04-17,84030.671875,85449.0703125,83749.75,84895.75,21276866029,0.01025637449930672,84216.84598214286,83646.01328125
2025-04-18,84900.1875,85095.046875,84298.8828125,84450.8046875,12728372364,-0.005241078764249063,84366.27008928571,83565.89921875
2025-04-19,84450.8671875,85597.703125,84353.4609375,85063.4140625,15259300427,0.007254038339443714,84334.31361607143,83595.77317708333
2025-04-20,85066.0703125,85306.3828125,83976.84375,85174.3046875,14664050812,0.0013036230231544543,84547.07477678571,83633.47526041667
2025-04-21,85171.5390625,88460.09375,85143.8359375,87518.90625,41396190190,0.027527099529631727,84972.29129464286,83756.35598958333
2025-04-22,87521.875,93817.3828125,87084.53125,93441.890625,55899038456,0.06767662701452015,86368.41964285714,84002.60651041666
2025-04-23,93427.5859375,94535.734375,91962.9609375,93699.109375,41719568821,0.0027527134594511615,87749.16852678571,84209.2796875
2025-04-24,93692.3984375,94016.1953125,91696.7109375,93943.796875,31483175315,0.0026114175645013393,89041.74665178571,84425.01614583333
2025-04-25,93954.25,95768.390625,92898.59375,94720.5,40915232364,0.008267742531563593,90508.84598214286,84685.67005208334
2025-04-26,94714.6484375,95251.359375,93927.25,94646.9296875,17612825123,-0.0007767095032226168,91877.91964285714,84934.66432291667
2025-04-27,94660.90625,95301.203125,93665.3984375,93754.84375,18090367764,-0.00942540809771053,93103.7109375,85248.05416666667
2025-04-28,93755.3046875,95598.4921875,92860.8046875,94978.75,32363449569,0.013054325526514532,94169.40290178571,85660.75963541666
2025-04-29,94981.859375,95485.4140625,93796.6328125,94284.7890625,25806129921,-0.007306486319308303,94289.81696428571,86059.10182291667
2025-04-30,94286.46875,95249.3203125,92979.640625,94207.3125,28344679831,-0.0008217291810309613,94362.41741071429,86447.71510416667
2025-05-01,94212.859375,97437.9609375,94153.6328125,96492.3359375,32875889623,0.02425526614507767,94726.49441964286,86825.15390625
2025-05-02,96494.96875,97905.8984375,96375.9453125,96910.0703125,26421924677,0.0043291974532626565,95039.29017857143,87305.96588541666
2025-05-03,96904.6328125,96943.8828125,95821.2890625,95891.796875,15775154889,-0.010507405827035687,95217.12834821429,87732.26484375
2025-05-04,95877.1875,96318.921875,94173.4296875,94315.9765625,18198688416,-0.016433317174712747,95297.29017857143,88081.33723958333
2025-05-05,94319.5625,95193.1875,93566.265625,94748.0546875,25816260327,0.0045811763897039,95264.33370535714,88456.1125
2025-05-06,94748.3828125,96889.1796875,93399.859375,96802.4765625,26551275827,0.02168299794413664,95624.00334821429,89075.71223958333
2025-05-07,96800.1953125,97625.8046875,95829.3359375,97032.3203125,76983822462,0.0023743581586117557,96027.57589285714,89668.94505208333
2025-05-08,97034.25,103969.5390625,96913.875,103241.4609375,69895404397,0.06399043746457878,96991.73660714286,90567.92864583334
2025-05-09,103239.125,104297.4921875,102343.09375,102970.8515625,58198593958,-0.002621130818400763,97857.5625,91247.82526041666
2025-05-10,102973.7109375,104961.765625,102830.484375,104696.328125,42276713994,0.016756941758927724,99115.35267857143,92083.49817708334
2025-05-11,104701.0703125,104937.9921875,103364.7421875,104106.359375,46285517406,-0.005635047193781384,100513.97879464286,92773.54895833334
2025-05-12,104106.9609375,105747.453125,100814.40625,102812.953125,63250475404,-0.01242389281274392,101666.10714285714,93357.74375
2025-05-13,102812.4921875,104997.421875,101515.09375,104169.8125,52608876410,0.013197358248725033,102718.58370535714,94040.57161458333
2025-05-14,104167.328125,104303.5625,102618.296875,103539.4140625,45956071155,-0.006051642240404331,103648.16852678571,94673.80572916666
2025-05-15,103538.828125,104153.6171875,101440.8125,103744.640625,50408241840,0.00198211052629782,103720.05133928571,95342.99401041666
2025-05-16,103735.65625,104533.484375,103137.4765625,103489.2890625,44386499364,-0.0024613470244020386,103794.11383928571,95991.50807291667
2025-05-17,103489.2890625,103716.9453125,102659.1796875,103191.0859375,37898552742,-0.0028814878109744146,103579.07924107143,96601.35260416666
2025-05-18,103186.953125,106597.171875,103142.6015625,106446.0078125,49887082058,0.03154266519659865,103913.31473214286,97334.52604166667
2025-05-19,106430.53125,107068.71875,102112.6875,105606.1796875,61761126647,-0.007889709931436006,104312.34709821429,98019.28489583333
2025-05-20,105605.40625,107307.1171875,104206.515625,106791.0859375,36515726122,0.011220046530480143,104686.81473214286,98739.84427083333
2025-05-21,106791.3125,110724.4609375,106127.234375,109678.078125,78086364051,0.027034018449719976,105563.76674107143,99478.48333333334
2025-05-22,109673.4921875,111970.171875,109285.0703125,111673.28125,70157575642,0.018191448638679386,106696.4296875,100086.19635416666
2025-05-23,111679.359375,111798.90625,106841.3046875,107287.796875,67548133399,-0.03927066820202352,107239.07366071429,100539.15260416667
2025-05-24,107278.5078125,109454.5234375,106895.2890625,107791.15625,45903627163,0.004691674073487251,107896.2265625,101000.73125
2025-05-25,107802.2734375,109313.3046875,106683.375,109035.390625,47518041841,0.011543009819045436,108266.13839285714,101477.89427083333
2025-05-26,109023.78125,110376.8828125,108735.640625,109440.3671875,45950461571,0.003714175371671846,108813.87946428571,101971.00885416666
2025-05-27,109440.40625,110744.2109375,107609.5546875,108994.640625,57450176272,-0.004072780217708405,109128.67299107143,102479.00208333334
2025-05-28,108992.171875,109298.2890625,106812.9296875,107802.328125,49155377493,-0.010939184653144474,108860.70870535714,102906.4546875
2025-05-29,107795.5703125,108910.046875,105374.3984375,105641.7578125,56022752042,-0.020041963379443528,107999.0625,103285.0203125
2025-05-30,105646.2109375,106308.9453125,103685.7890625,103998.5703125,57655287183,-0.015554336978341854,107529.17299107143,103611.39557291666
2025-05-31,103994.71875,104927.1015625,103136.1171875,104638.09375,38997843858,0.006149348357177731,107078.73549107143,103882.92083333334
2025-06-01,104637.296875,105884.546875,103826.953125,105652.1015625,37397056873,0.009690618169351017,106595.40848214286,104174.321875
2025-06-02,105649.8125,105958.3125,103727.546875,105881.53125,45819706290,0.0021715582000447764,106087.00334821429,104507.31302083333
2025-06-03,105888.4765625,106813.578125,104920.84375,105432.46875,46196508367,-0.004241178746647534,105578.12165178571,104877.86276041667
2025-06-04,105434.3671875,105997.6953125,104232.703125,104731.984375,44544857105,-0.0066439151364365845,105139.50111607143,105210.66041666667
2025-06-05,104750.78125,105936.6875,100436.8828125,101575.953125,57479298400,-0.030134359325224014,104558.671875,105369.77630208334
2025-06-06,101574.3671875,105376.7734375,101169.5703125,104390.34375,48856653697,0.027707252931573167,104614.63950892857,105615.04375
2025-06-07,104390.6484375,105972.7578125,103987.3125,105615.625,38365033776,0.011737496074678777,104754.28683035714,105694.18255208334
2025-06-08,105617.5078125,106497.0625,105075.328125,105793.6484375,36626232328,0.0016855786016509722,104774.5078125,105788.27578125
2025-06-09,105793.0234375,110561.421875,105400.234375,110294.1015625,55903193732,0.04253991795791734,105404.875,105974.86822916666
2025-06-10,110295.6875,110380.125,108367.7109375,110257.234375,54700101509,-0.0003342625487465778,106094.12723214286,106179.89739583334
2025-06-11,110261.796875,110384.21875,108086.328125,108686.625,50842662052,-0.014244955298426398,106659.07589285714,106375.68645833334
2025-06-12,108685.9140625,108780.6953125,105785.6875,105929.0546875,54843867968,-0.025371753999169577,107280.94754464286,106434.32786458333
2025-06-13,105924.59375,106182.546875,102822.0234375,106090.96875,69550440846,0.0015285141831733462,107523.89397321429,106519.3796875
2025-06-14,106108.0859375,106203.7578125,104379.3671875,105472.40625,38007870453,-0.0058304915798971235,107503.43415178571,106576.971875
2025-06-15,105464.84375,106157.1015625,104519.8828125,105552.0234375,36744307742,0.0007548627203146641,107468.91629464286,106645.7296875
2025-06-16,105555.59375,108915.375,104997.625,106796.7578125,50366626945,0.011792615001237072,106969.29575892857,106765.91875
2025-06-17,106794.1171875,107750.1953125,103396.53125,104601.1171875,55964092176,-0.020559056941174436,106161.27901785714,106704.42239583333
2025-06-18,104602.0703125,105581.8515625,103602.265625,104883.328125,47318089133,0.0026979724986506692,105617.95089285714,106680.32734375
2025-06-19,104886.7734375,105250.890625,103940.7734375,104684.2890625,37333806920,-0.0018977187896134229,105440.12723214286,106610.10078125
2025-06-20,104681.03125,106539.3828125,102372.2109375,103309.6015625,50951862476,-0.013131746055793259,105042.7890625,106397.81822916666
2025-06-21,103315.078125,104015.78125,100973.0625,102257.40625,38360555118,-0.010184874363913243,104583.50334821429,106083.95572916667
2025-06-22,102212.03125,103351.6328125,98286.203125,100987.140625,65536997201,-0.012422235919953284,103931.37723214286,105873.93385416667
2025-06-23,100987.4765625,106116.859375,99705.75,105577.7734375,65237759656,0.04545759771084712,103757.23660714286,105800.15442708334
2025-06-24,105571.515625,106316.828125,104740.2421875,106045.6328125,48822986421,0.004431419225533917,103963.59598214286,105700.49583333333
2025-06-25,106047.40625,108168.3984375,105881.390625,107361.2578125,51624120283,0.012406215749838134,104317.5859375,105631.1921875
2025-06-26,107375.0703125,108305.546875,106666.3515625,106960.0,43891990613,-0.003737454466123835,104642.6875,105563.37083333333
2025-06-27,106954.921875,107772.46875,106449.9921875,107088.4296875,45353692675,0.0012007263229245613,105182.52008928571,105539.57421875
2025-06-28,107090.546875,107567.8828125,106883.9765625,107327.703125,30037708335,0.002234353778444831,105906.84821428571,105595.77239583334
2025-06-29,107327.8203125,108526.3046875,107230.109375,108385.5703125,35534874438,0.009856422495764683,106963.76674107143,105742.00572916666
2025-06-30,108383.4375,108798.7890625,106759.6484375,107135.3359375,42064804590,-0.011535062936840146,107186.27566964286,105825.24713541666
2025-07-01,107144.3828125,107550.6796875,105270.2265625,105698.28125,44110692247,-0.013413452013053329,107136.65401785714,105826.78645833333
2025-07-02,105703.1015625,109763.65625,105157.3984375,108859.3203125,56248657737,0.02990624847553991,107350.66294642857,105926.04609375
2025-07-03,108845.015625,110541.4609375,108605.796875,109647.9765625,50494742270,0.007244728772290987,107734.65959821429,106066.56302083333
2025-07-04,109635.65625,109751.984375,107296.3828125,108034.3359375,42616442656,-0.014716556343200904,107869.7890625,106176.64140625
2025-07-05,108015.8359375,108381.34375,107842.2734375,108231.1796875,30615537520,0.0018220480395592098,107998.85714285714,106398.48229166666
2025-07-06,108231.1875,109731.625,107847.015625,109232.0703125,36746020463,0.009247710575546852,108119.78571428571,106559.87317708334
2025-07-07,109235.328125,109710.25,107527.0546875,108299.8515625,45415696597,-0.008534295352390808,108286.14508928571,106649.34739583333
2025-07-08,108298.2265625,109198.96875,107499.5546875,108950.2734375,44282204127,0.006005750382996888,108750.71540178571,106754.56822916666
2025-07-09,108950.2734375,111925.375,108357.6796875,111326.5546875,57927418065,0.021810695604753683,109103.17745535714,106788.98333333334
2025-07-10,111329.1953125,116608.78125,110660.75,115987.203125,95911605728,0.041864660687494615,110008.78125,106979.98229166666
2025-07-11,115986.234375,118856.4765625,115245.6875,117516.9921875,86928361085,0.013189291760499877,111363.44642857143,107274.32786458333
2025-07-12,117530.7109375,118219.8984375,116977.0234375,117435.2265625,45524560304,-0.0006957770402219454,112678.31026785714,107657.86692708333
2025-07-13,117432.203125,119449.5703125,117265.4375,119116.1171875,49021091807,0.014313342548076147,114090.31696428571,108092.03854166667
2025-07-14,119115.7890625,123091.609375,118959.1953125,119849.703125,181746419401,0.006158578325259345,115740.29575892857,108571.28177083333
2025-07-15,119853.8515625,119935.5625,115765.6875,117777.1875,98321661181,-0.01729262210051885,117001.28348214286,108978.78723958334
2025-07-16,117777.1875,120065.515625,117064.8203125,118738.5078125,72162029070,0.00816219450392297,118060.13392857143,109376.84557291666
2025-07-17,118738.5078125,120999.609375,117508.21875,119289.84375,72363841798,0.004643278306736054,118531.93973214286,109866.46979166666
2025-07-18,119284.109375,120851.9140625,116925.984375,118003.2265625,77945799785,-0.01078563897020779,118601.40178571429,110303.79973958334
2025-07-19,117998.125,118541.3984375,117388.4140625,117939.9765625,47564562765,-0.0005360022928398989,118673.50892857143,110745.65598958333
